x-axis,F1
second,Volt
-10.24000E-06,-2.94648993E-03
-10.23000E-06,-3.36032484E-03
-10.22000E-06,-1.30193196E-03
-10.21000E-06,-1.91399746E-03
-10.20000E-06,-1.94851056E-03
-10.19000E-06,-1.90553032E-03
-10.18000E-06,-699.27113E-06
-10.17000E-06,-2.05829034E-03
-10.16000E-06,-4.02832031E-03
-10.15000E-06,-508.04278E-06
-10.14000E-06,-329.32470E-06
-10.13000E-06,-4.24122922E-03
-10.12000E-06,-1.83105469E-03
-10.11000E-06,-2.81766642E-03
-10.10000E-06,-3.48097420E-03
-10.09000E-06,-1.85903432E-03
-10.08000E-06,-2.65052106E-03
-10.07000E-06,-1.83105469E-03
-10.06000E-06,-6.70288042E-03
-10.05000E-06,-610.35156E-06
-10.04000E-06,-1.83105469E-03
-10.03000E-06,-2.47736960E-03
-10.02000E-06,-1.83105469E-03
-10.01000E-06,-1.83105469E-03
-10.00000E-06,-4.21152100E-03
-9.99000E-06,+1.23542539E-03
-9.98000E-06,-141.37773E-06
-9.97000E-06,-1.83105469E-03
-9.96000E-06,-1.83105469E-03
-9.95000E-06,-2.13707279E-03
-9.94000E-06,-77.53728E-06
-9.93000E-06,-610.35156E-06
-9.92000E-06,+401.42719E-06
-9.91000E-06,-1.83105469E-03
-9.90000E-06,-398.20440E-06
-9.89000E-06,-905.52939E-06
-9.88000E-06,-854.49219E-06
-9.87000E-06,-2.10261828E-03
-9.86000E-06,-61.45265E-06
-9.85000E-06,-1.65066661E-03
-9.84000E-06,+122.07031E-06
-9.83000E-06,-202.66924E-06
-9.82000E-06,+122.07031E-06
-9.81000E-06,+1.34277344E-03
-9.80000E-06,+660.86140E-06
-9.79000E-06,+2.31933594E-03
-9.78000E-06,+691.77083E-06
-9.77000E-06,-854.49219E-06
-9.76000E-06,-1.11524481E-03
-9.75000E-06,-854.49219E-06
-9.74000E-06,+1.31687396E-03
-9.73000E-06,-786.87230E-06
-9.72000E-06,-854.49219E-06
-9.71000E-06,+526.73494E-06
-9.70000E-06,+1.09863281E-03
-9.69000E-06,+1.22719264E-03
